代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额
sz399852,中证1000,5846.068,-92.062,-1.55,5938.13,5946.729,5964.15,5846.068,18864620000,253588513601
sz399901,小康指数,5743.188,41.342,0.725,5701.846,5715.248,5767.694,5715.248,5641141400,58175293601
sz399903,中证100,3615.238,-13.257,-0.365,3628.495,3631.546,3646.628,3615.116,6198739800,141144081833
sz399905,中证 500,5589.343,-60.607,-1.073,5649.95,5660.485,5676.026,5589.343,13654605600,163085841548
sz399913,300 医药,7558.203,-2.008,-0.027,7560.211,7573.884,7643.318,7558.203,273244800,9387353615
sz399914,300 金融,6082.985,-6.063,-0.1,6089.048,6106.97,6151.818,6082.836,4671240200,51857684617
sz399928,中证能源,2782.424,30.339,1.102,2752.085,2755.382,2789.894,2753.534,1517487200,9182783378
sz399932,中证消费,15313.161,11.054,0.072,15302.107,15306.002,15435.442,15302.705,469561700,17275041085
sz399933,中证医药,7423.416,2.654,0.036,7420.762,7432.323,7507.807,7423.416,737067700,18354447374
sz399934,中证金融,5678.956,-18.042,-0.317,5696.998,5713.29,5751.653,5678.956,7101515600,67458546551
sz399935,中证信息,4545.766,-111.042,-2.385,4656.808,4663.854,4664.356,4545.766,3893576600,128098145759
sz399959,军工指数,1373.9,-13.711,-0.988,1387.611,1390.291,1398.256,1373.9,303178318,8342295991
sz399965,800地产,2621.238,-33.126,-1.248,2654.364,2658.501,2689.204,2621.238,664365339,4493391177
sz399966,800非银,5717.85,-121.872,-2.087,5839.722,5854.315,5860.978,5717.85,2750602803,35998114980
sz399967,中证军工,10012.891,-115.98,-1.145,10128.871,10153.677,10206.738,10012.891,1126353340,22127401333
sz399970,移动互联,3185.551,-77.755,-2.383,3263.306,3281.104,3282.827,3185.551,6110091393,137076472654
sz399971,中证传媒,1151.11,1.72,0.15,1149.39,1164.572,1169.068,1150.8,2847936061,27394866706
sz399972,300深市,4380.616,-55.1,-1.242,4435.716,4434.231,4448.129,4380.592,4694014252,129989046428
sz399973,中证国防,1342.845,-13.92,-1.026,1356.765,1358.617,1365.541,1342.845,444837498,10504707515
sz399974,国企改革,1654.274,-2.541,-0.153,1656.815,1663.805,1668.296,1654.274,4511856314,83592875483
sz399975,证券公司,771.245,-21.007,-2.652,792.252,793.893,794.219,771.245,2712668277,31558120506
sz399976,CS新能车,2852.377,-48.667,-1.678,2901.044,2900.904,2915.39,2852.377,696381921,22494449905
sz399982,500等权,6919.825,-52.232,-0.749,6972.057,6985.813,7014.184,6919.825,13654605600,163085841548
sz399983,地产等权,2231.73,-27.3,-1.208,2259.03,2265.464,2296.463,2231.73,394233383,3008701528
sz399986,中证银行,7140.764,99.315,1.41,7041.449,7062.817,7168.503,7062.817,3644571583,25693797121
sz399987,中证酒,5446.286,-32.557,-0.594,5478.843,5474.352,5502.864,5436.279,204536244,11276786375
sz399989,中证医疗,6236.14,-27.793,-0.444,6263.933,6269.735,6330.479,6236.14,353284052,8858520350
sz399990,煤炭等权,2736.122,23.265,0.858,2712.857,2722.458,2760.611,2722.458,1215303742,6029956085
sz399991,一带一路,2029.767,-16.543,-0.808,2046.31,2040.328,2051.07,2029.767,4861944389,60578987484
sz399992,CSWD并购,1620.74,-32.251,-1.951,1652.991,1652.079,1659.887,1620.74,1336867611,18636628855
sz399993,CSWD生科,2232.656,-10.144,-0.452,2242.8,2247.554,2264.869,2232.656,416844619,9037312960
sz399994,信息安全,1529.3,-28.512,-1.83,1557.812,1583.251,1584.448,1529.3,3059613913,51244456231
sz399995,基建工程,3563.396,11.334,0.319,3552.062,3561.64,3593.306,3558.978,1221340043,7566474477
sz399996,智能家居,3445.99,-69.009,-1.963,3514.999,3515.759,3518.134,3445.99,3756062481,110291229141
sz399997,中证白酒,9649.398,-62.058,-0.639,9711.456,9694.936,9747.311,9624.144,95951306,9853403483
sz399998,中证煤炭,2017.938,16.586,0.829,2001.352,2006.086,2029.812,2006.086,1215303742,6029956085
sz970070,CNTAI50,2912.885,-144.113,-4.714,3056.998,3051.165,3054.035,2912.885,2844734426,79498493094
sz980015,疫苗生科,6024.121,-19.587,-0.324,6043.708,6063.295,6110.095,6024.121,333359584,9315281617
sz980016,医疗健康,5667.938,1.127,0.02,5666.811,5673.155,5735.025,5667.938,454483535,12888564807
sz980022,CNIRI,2013.606,-60.261,-2.906,2073.867,2082.367,2082.936,2013.606,2580590128,56061601311
sz980027,CNINEB,2110.417,-60.265,-2.776,2170.682,2158.78,2170.949,2110.417,885298963,21565029632
sz980028,龙头家电,11538.323,-0.622,-0.005,11538.945,11531.557,11617.904,11517.416,387322540,11256441748
sz980030,消费电子,5488.23,-107.952,-1.929,5596.182,5589.76,5589.76,5488.23,1868788191,46066745910
sz980032,新能电池,9501.845,-130.183,-1.352,9632.028,9629.705,9690.279,9501.845,521924065,17044693202
sz980035,化肥农药,1568.098,14.973,0.964,1553.125,1559.447,1584.756,1559.447,1285868940,11792079292
sz980076,通用航空,2726.682,-47.161,-1.7,2773.843,2776.363,2786.982,2726.682,590075266,11760100663
sz980092,CNIFCF,4589.58,-11.47,-0.249,4601.05,4603.121,4629.745,4589.215,3228569273,33038790110
