date,symbols,count
2021-04-22,"sh600107,sh600521,sh603063,sh605168,sh688002,sz000902,sz002467,sz002895,sz002990,sz300308,sz300792,sz300895",12
2021-04-23,"bj430047,sh601615,sh603236,sh603535,sh688015,sz000703,sz000938,sz000981,sz002352,sz002468,sz002980,sz300418,sz300470,sz300777,sz300831",15
2021-04-26,"sh600761,sh601609,sh601808,sh603007,sh605168,sh688229,sh688333,sz000066,sz000710,sz002023,sz002025,sz002989,sz300236,sz300308,sz300590,sz300793",16
2021-04-27,"sh600107,sh600621,sh600864,sh600958,sh601066,sh601360,sh601601,sh601615,sz000002,sz002127,sz002797,sz002895,sz300053,sz300876",14
2021-04-28,"sh600009,sh600078,sh600657,sh600893,sh600999,sh603019,sh603027,sh603238,sh603258,sh603313,sh603709,sh605133,sh605168,sh605298,sh688015,sh688510,sh688609,sz000525,sz000601,sz000803,sz000902,sz000922,sz000938,sz002202,sz002216,sz002463,sz002558,sz002623,sz002768,sz002772,sz002829,sz002916,sz002970,sz002980,sz002982,sz300024,sz300370,sz300422,sz300470,sz300559,sz300727,sz300792,sz300793,sz300801,sz300868,sz300895,sz300952",47
2021-04-29,"sh600016,sh600031,sh600155,sh600299,sh600312,sh600316,sh600536,sh600547,sh600793,sh600864,sh600875,sh600918,sh601066,sh601360,sh601696,sh601878,sh603322,sh603496,sh603595,sh688030,sz000002,sz000066,sz000338,sz000617,sz002023,sz002314,sz002389,sz002467,sz002796,sz002797,sz300033,sz300050,sz300051,sz300070,sz300220,sz300229,sz300236,sz300331,sz300340,sz300383,sz300397,sz300399,sz300462,sz300514,sz300564,sz300581,sz300602,sz300828,sz300831,sz300846,sz300920",51
2021-04-30,"sh600056,sh600496,sh603881,sh688088,sh688336,sz000981,sz002211,sz002468,sz002629,sz002643,sz002683,sz002803,sz002895,sz300071,sz300087,sz300365,sz300370,sz300680,sz300952",19
2021-05-06,"sh600051,sh600107,sh600312,sh600316,sh600330,sh600391,sh600416,sh600804,sh600844,sh600864,sh600893,sh600996,sh601108,sh601577,sh601609,sh601808,sh603079,sh603238,sh603283,sh603338,sh603356,sh603421,sh603583,sh603708,sh603787,sh603887,sh605155,sh605298,sh688004,sh688030,sh688090,sh688095,sh688138,sh688199,sh688221,sh688229,sh688528,sh688529,sh688569,sh688618,sh688676,sz000004,sz000526,sz000601,sz000607,sz000922,sz002065,sz002164,sz002298,sz002314,sz002401,sz002416,sz002548,sz002623,sz002625,sz002657,sz002702,sz002715,sz002772,sz002782,sz002796,sz002855,sz002977,sz003005,sz003011,sz300017,sz300019,sz300050,sz300053,sz300082,sz300106,sz300118,sz300123,sz300210,sz300213,sz300224,sz300256,sz300299,sz300301,sz300315,sz300383,sz300397,sz300418,sz300427,sz300449,sz300462,sz300511,sz300514,sz300554,sz300556,sz300559,sz300581,sz300658,sz300690,sz300699,sz300711,sz300719,sz300727,sz300739,sz300766,sz300777,sz300792,sz300801,sz300805,sz300807,sz300828,sz300836,sz300845,sz300862,sz300863,sz300865,sz300868,sz300870,sz300876,sz300879,sz300880,sz300889,sz300895,sz300897,sz300902,sz300907,sz300913,sz300923,sz300932,sz300935",125
2021-05-07,"sh600031,sh600167,sh600433,sh600668,sh600783,sh601360,sh601658,sh601778,sh603019,sh603313,sh603366,sh603533,sh603758,sh603856,sh605009,sh605168,sh688033,sh688277,sz000156,sz000617,sz002121,sz002202,sz002463,sz002467,sz002867,sz002970,sz002980,sz300051,sz300070,sz300072,sz300160,sz300209,sz300220,sz300229,sz300236,sz300360,sz300399,sz300489,sz300530,sz300533,sz300634,sz300678,sz300738,sz300860,sz300883,sz300912",46
2021-05-10,"bj830832,sh600289,sh600597,sh600918,sh601020,sh601555,sh601601,sh601933,sh603027,sh603322,sh688060,sh688088,sh688108,sh688466,sh688585,sh688609,sz000066,sz000338,sz000803,sz000951,sz002127,sz002310,sz002352,sz002399,sz002562,sz002594,sz002625,sz002797,sz002897,sz003017,sz003032,sz300017,sz300019,sz300050,sz300078,sz300183,sz300269,sz300315,sz300323,sz300331,sz300497,sz300505,sz300511,sz300560,sz300578,sz300585,sz300590,sz300594,sz300658,sz300669,sz300771,sz300863,sz300865,sz300897,sz300902",55
2021-05-11,"sh600009,sh600340,sh600376,sh600410,sh600416,sh600421,sh600486,sh600621,sh600636,sh600658,sh600667,sh600685,sh600699,sh600745,sh600783,sh600804,sh600893,sh600894,sh600933,sh600999,sh601066,sh601163,sh601231,sh601696,sh601963,sh601990,sh603019,sh603058,sh603063,sh603131,sh603238,sh603258,sh603298,sh603327,sh603356,sh603363,sh603421,sh603496,sh603533,sh603595,sh603600,sh603613,sh603708,sh603709,sh603716,sh603810,sh603856,sh603883,sh603949,sh603968,sh605133,sh605398,sh688004,sh688008,sh688015,sh688070,sh688081,sh688096,sh688123,sh688126,sh688166,sh688221,sh688228,sh688229,sh688256,sh688313,sh688336,sh688418,sh688510,sh688521,sh688528,sh688556,sh688589,sh688669,sh688676,sh688679,sh688819,sz000004,sz000021,sz000156,sz000157,sz000526,sz000538,sz000589,sz000710,sz000733,sz000895,sz002008,sz002023,sz002056,sz002100,sz002131,sz002164,sz002216,sz002294,sz002335,sz002358,sz002364,sz002368,sz002394,sz002405,sz002414,sz002416,sz002456,sz002507,sz002553,sz002560,sz002605,sz002651,sz002683,sz002739,sz002758,sz002782,sz002796,sz002829,sz002905,sz002912,sz002916,sz002933,sz002938,sz002942,sz002970,sz002973,sz002975,sz002977,sz002982,sz002991,sz003005,sz003019,sz003030,sz300024,sz300033,sz300053,sz300063,sz300070,sz300097,sz300115,sz300136,sz300213,sz300220,sz300221,sz300229,sz300256,sz300299,sz300346,sz300378,sz300379,sz300383,sz300418,sz300427,sz300456,sz300462,sz300470,sz300502,sz300523,sz300559,sz300564,sz300598,sz300602,sz300607,sz300609,sz300654,sz300659,sz300700,sz300709,sz300719,sz300735,sz300739,sz300777,sz300801,sz300805,sz300823,sz300830,sz300831,sz300836,sz300845,sz300862,sz300868,sz300870,sz300875,sz300876,sz300877,sz300878,sz300882,sz300889,sz300895,sz300909,sz300912,sz300935,sz300952",190
2021-05-12,"bj430047,sh600195,sh600496,sh601877,sh601997,sh603060,sh603228,sh603256,sh603267,sh603317,sh603586,sh603661,sh603690,sh603712,sh603787,sh603887,sh603920,sh603985,sh605168,sh605298,sh688019,sh688098,sh688377,sh688398,sh688578,sz000636,sz000656,sz000681,sz000712,sz002033,sz002156,sz002194,sz002298,sz002387,sz002443,sz002468,sz002572,sz002643,sz002768,sz002815,sz002838,sz002846,sz002930,sz002935,sz002980,sz300027,sz300118,sz300192,sz300203,sz300243,sz300443,sz300499,sz300558,sz300658,sz300690,sz300699,sz300729,sz300792,sz300888",59
2021-05-13,"bj830832,sh600167,sh600761,sh603606,sh603629,sh603638,sh603758,sh603863,sh688090,sh688311,sz002138,sz002352,sz002560,sz002831,sz002897,sz300256,sz300828,sz300836",18
2021-05-14,"bj835368,sh600031,sh600340,sh600383,sh600416,sh600486,sh600496,sh600588,sh600685,sh600894,sh600933,sh601231,sh601615,sh601877,sh603060,sh603079,sh603131,sh603298,sh603337,sh603338,sh603690,sh603708,sh603810,sh605168,sh605298,sh688003,sh688004,sh688388,sh688418,sh688510,sh688567,sh688585,sh688609,sz000004,sz000049,sz000157,sz000400,sz000498,sz000690,sz000902,sz000922,sz002008,sz002056,sz002080,sz002124,sz002202,sz002298,sz002318,sz002368,sz002625,sz002829,sz002846,sz002851,sz002867,sz002938,sz002965,sz002975,sz002980,sz003011,sz003017,sz300115,sz300118,sz300203,sz300323,sz300499,sz300559,sz300680,sz300709,sz300731,sz300792,sz300801,sz300823,sz300880,sz300884,sz300909,sz300920,sz300932",77
2021-05-17,"sh601360,sh603208,sh603920,sz000526,sz000703,sz002572,sz002918,sz300850,sz300952",9
2021-05-18,"sh600340,sh603016,sh603421,sh603687,sh603699,sh603709,sh605133,sh605298,sh688609,sh688683,sz000400,sz002033,sz002298,sz002548,sz003017,sz300203,sz300489,sz300771,sz300830,sz300831,sz300845",21
2021-05-19,"sh601360,sh601778,sh603758,sh603878,sh603922,sh605155,sh605398,sh688003,sh688033,sz000571,sz000955,sz000981,sz002798,sz002905,sz300027,sz300051,sz300269,sz300307,sz300536,sz300577,sz300594,sz300609,sz300710,sz300823,sz300828",25
2021-05-20,"sh600496,sh600761,sh601615,sh603079,sh603136,sh603313,sh603496,sh603629,sh603920,sh603968,sh603985,sz000636,sz002157,sz002335,sz002363,sz002569,sz002796,sz002831,sz300192,sz300209,sz300690,sz300831,sz300902",23
2021-05-21,"sh600051,sh600054,sh600203,sh600340,sh600597,sh600683,sh600732,sh600817,sh600894,sh601002,sh603131,sh603199,sh603356,sh603421,sh603519,sh603680,sh603687,sh603709,sh603758,sh603810,sh603928,sh603949,sh688033,sh688090,sh688181,sz000498,sz000589,sz000922,sz002033,sz002069,sz002164,sz002165,sz002310,sz002377,sz002401,sz002467,sz002530,sz002539,sz002548,sz002723,sz002727,sz002930,sz002982,sz003005,sz003017,sz300027,sz300131,sz300269,sz300290,sz300299,sz300323,sz300441,sz300483,sz300503,sz300594,sz300729,sz300837,sz300852,sz300901",59
2021-05-24,"sh600410,sh600552,sh600584,sh600668,sh600804,sh600855,sh601609,sh603136,sh603161,sh603256,sh603600,sh603636,sh603668,sh603703,sh603856,sh603887,sh603968,sh603978,sh605186,sh605258,sh688004,sh688030,sh688088,sh688229,sh688278,sh688313,sh688365,sh688571,sh688579,sh688609,sh688618,sh688679,sz000004,sz000619,sz000902,sz000955,sz002058,sz002156,sz002224,sz002443,sz002560,sz002616,sz002798,sz002838,sz002845,sz002867,sz002897,sz002942,sz002980,sz003002,sz003004,sz300017,sz300051,sz300063,sz300144,sz300210,sz300213,sz300489,sz300499,sz300505,sz300523,sz300613,sz300658,sz300669,sz300674,sz300710,sz300771,sz300797,sz300801,sz300831,sz300902,sz300923,sz300952",73
2021-05-25,"sh600409,sh600658,sh600692,sh600732,sh600761,sh600894,sh601138,sh601615,sh603131,sh603233,sh603315,sh603338,sh603387,sh603683,sh603966,sh605277,sh688015,sh688219,sh688528,sz000049,sz000058,sz000404,sz000656,sz000703,sz002100,sz002164,sz002335,sz002380,sz002381,sz002392,sz002399,sz002569,sz002714,sz002727,sz002758,sz002829,sz002846,sz002905,sz002965,sz002981,sz003032,sz300256,sz300261,sz300280,sz300562,sz300564,sz300577,sz300695,sz300823,sz300877,sz300889,sz300913,sz300940",53
2021-05-26,"sh600340,sh603016,sh603363,sh603665,sh603703,sh603709,sh603716,sh603758,sh603786,sh603898,sh603922,sh605133,sh688585,sz000526,sz000582,sz002124,sz002324,sz002363,sz002377,sz002530,sz002548,sz002560,sz002702,sz002743,sz002749,sz002827,sz002842,sz300010,sz300131,sz300192,sz300233,sz300290,sz300299,sz300328,sz300483,sz300486,sz300766",37
2021-05-27,"sh600496,sh600692,sh601138,sh603161,sh603680,sh603966,sz000571,sz002058,sz002789,sz300484",10
2021-05-28,sz002157,1
2021-05-31,"sh601138,sh688191,sh688533,sz002078,sz002827,sz002842,sz300004,sz300010,sz300280,sz300702,sz300835",11
2021-06-01,"sh600289,sh600692,sh600817,sh600894,sh601399,sh601609,sh603099,sh603363,sh603703,sh603966,sz000100,sz000571,sz000921,sz002100,sz002157,sz002377,sz002530,sz002548,sz002560,sz002714,sz002789,sz002867,sz002905,sz002930,sz003012,sz300029,sz300144,sz300483,sz300669,sz300674,sz300837,sz300958",32
2021-06-02,"sh600383,sh600496,sh600658,sh603665,sz002259,sz002785",6
2021-06-03,"sh600182,sh601618,sh601727,sz000582,sz002681",5
2021-06-04,"sh600416,sh600597,sh600741,sh600817,sh601949,sh603699,sh603803,sz000690,sz002078,sz002259,sz002324,sz300837",12
2021-06-07,"sh600855,sh600977,sh600989,sh601138,sh601399,sh601609,sh603099,sh603338,sh603680,sh603985,sz000100,sz000796,sz002044,sz002099,sz002530,sz002560,sz002798,sz002987,sz300669",19
2021-06-08,"sh600846,sh601611,sh601949,sh603041,sz000656,sz000785,sz000889,sz002034,sz002081,sz002084,sz002124,sz002301,sz002381,sz002652,sz002846,sz300010,sz300692,sz300702",18
2021-06-09,"bj837212,sh600228,sh600516,sh600597,sh600961,sh601615,sh601727,sh603363,sh603416,sh603439,sh603658,sh603985,sh605289,sh688191,sz000528,sz000612,sz000758,sz000778,sz001201,sz002197,sz002578,sz002701,sz002827,sz002842,sz300761,sz300837,sz300930",27
2021-06-10,"sh600739,sh603903,sh688533,sz002438,sz002653,sz002742,sz002785,sz300492,sz300929,sz300975",10
2021-06-11,"sh603315,sh603711,sh603966,sz002081,sz002099,sz002146,sz300761,sz300978",8
2021-06-15,"sz002078,sz002483,sz300838",3
2021-06-16,"sh600487,sh600529,sh600690,sh600835,sh600966,sh601717,sh603131,sh603439,sh605077,sz000656,sz002081,sz002124,sz002157,sz002572,sz002647,sz002827,sz300144,sz300439,sz300540,sz300692,sz300723,sz300791",22
2021-06-17,"sh600032,sh600259,sh600326,sh600522,sh600637,sh600817,sh600918,sh600961,sh600984,sh601702,sh601949,sh603027,sh603158,sh603186,sh603658,sh603661,sh603903,sz000505,sz000739,sz000860,sz000863,sz002272,sz002351,sz002483,sz002571,sz002630,sz002653,sz002701,sz002705,sz002803,sz002813,sz002842,sz002847,sz300029,sz300492,sz300740,sz300815,sz300835,sz300837,sz300958,sz300970,sz300975,sz300978",43
2021-06-18,"sh600120,sh600138,sh600166,sh600218,sh600278,sh600603,sh600729,sh600748,sh600784,sh601003,sh601330,sh601388,sh601717,sh601966,sh603131,sh603317,sh603606,sh603612,sh603687,sh603977,sh603993,sh605286,sh605289,sh688030,sh688069,sh688533,sz000518,sz000558,sz000584,sz000633,sz000758,sz000785,sz000913,sz002099,sz002124,sz002159,sz002493,sz002533,sz002652,sz002739,sz002749,sz002840,sz002989,sz300083,sz300106,sz300280,sz300426,sz300511,sz300658,sz300693,sz300877,sz300881,sz300920,sz300929,sz300947,sz300948",56
2021-06-21,"sh600019,sh600529,sh600926,sh601399,sh601727,sh603087,sh603115,sh603233,sh603439,sh605077,sh605081,sh605090,sh688565,sz000533,sz000708,sz000778,sz000863,sz000889,sz002044,sz002578,sz002743,sz002842,sz002995,sz300029,sz300483,sz300723,sz300815,sz300838,sz300950",29
2021-06-22,"sh600201,sh600346,sh600497,sh600531,sh600585,sh600637,sh600748,sh600901,sh600961,sh600966,sh600987,sh601166,sh601168,sh601212,sh601388,sh603661,sh603966,sz000488,sz000612,sz000723,sz000751,sz000785,sz000860,sz000895,sz000922,sz002027,sz002078,sz002081,sz002124,sz002385,sz002493,sz002607,sz002647,sz002714,sz002959,sz300257,sz300313,sz300492,sz300863",39
2021-06-23,"sh600409,sh600724,sh600804,sh600872,sh600918,sz000932,sz000990,sz002146,sz002798,sz300251",10
2021-06-24,"sh600201,sh603233,sh603517,sh605090,sz000922,sz000967,sz002758,sz300013",8
2021-06-25,"sh600603,sh600708,sh601003,sh603353,sh603713,sh603939,sh605286,sz000518,sz000603,sz000672,sz000708,sz000860,sz000923,sz000932,sz002044,sz002301,sz002385,sz002847,sz300257,sz300418,sz300869,sz300991",22
2021-06-28,"sh600278,sh600661,sh601949,sh603439,sh603477,sh603860,sh605001,sh605081,sh688526,sh688538,sh688565,sz000584,sz000889,sz001202,sz002159,sz002186,sz002537,sz002647,sz300192,sz300226,sz300313,sz300492",22
2021-06-29,"sh603823,sz000863,sz002439,sz300010",4
2021-06-30,"sh600088,sh600201,sh600748,sh600784,sh600804,sh601003,sh601021,sh605001,sz000518,sz000612,sz000672,sz000785,sz000967,sz002159,sz002225,sz002236,sz002537,sz002607,sz002758,sz002946,sz002950,sz300144,sz300169,sz300251,sz300551,sz300659,sz300978,sz300991",28
2021-07-01,"sh600278,sh600585,sh600592,sh600661,sh600892,sh601388,sh601899,sh603087,sh603711,sh603976,sh605208,sz000526,sz000603,sz000661,sz000708,sz000860,sz000913,sz002081,sz002197,sz002959,sz300010,sz300013,sz300192,sz300418,sz300658,sz300815,sz300908",27
2021-07-02,"sh600157,sh600201,sh600255,sh600516,sh600603,sh600956,sh601168,sh601949,sh603353,sz000407,sz000584,sz002067,sz002286,sz002324,sz002634,sz002647,sz002730,sz300839,sz300978",19
2021-07-05,"sh600075,sh600118,sh600120,sh600187,sh600278,sh600280,sh600337,sh600409,sh600487,sh600529,sh600540,sh600592,sh600661,sh600679,sh600707,sh600708,sh600800,sh600804,sh600822,sh600917,sh600984,sh601727,sh601963,sh603680,sh603687,sh603703,sh603778,sh603860,sh603976,sh605001,sh605009,sh605055,sh605081,sh605208,sh605286,sh688538,sh688565,sz000096,sz000558,sz000601,sz000603,sz000612,sz000922,sz001202,sz002159,sz002163,sz002164,sz002225,sz002301,sz002315,sz002537,sz002558,sz002572,sz002582,sz002705,sz002813,sz002969,sz002995,sz002996,sz003001,sz003010,sz003027,sz003035,sz300010,sz300013,sz300121,sz300313,sz300565,sz300659,sz300838,sz300846,sz300886,sz300929,sz300947,sz300956,sz300958,sz300960,sz300991",78
2021-07-06,"sh600031,sh600585,sh600690,sh600724,sh600748,sh600784,sh600791,sh600817,sh600859,sh600892,sh600909,sh600966,sh600987,sh601021,sh601595,sh603378,sh605198,sh688229,sz000333,sz000568,sz000571,sz000661,sz000672,sz000708,sz000717,sz000759,sz000863,sz002044,sz002067,sz002076,sz002081,sz002142,sz002221,sz002236,sz002351,sz002410,sz002481,sz002488,sz002758,sz002798,sz002946,sz002982,sz003036,sz300132,sz300144,sz300251,sz300364,sz300483,sz300905,sz300908,sz300941,sz300961",52
2021-07-07,"sh600079,sh600276,sh600835,sh600887,sh601727,sh603000,sh603087,sh603129,sh603233,sh603700,sh603703,sh603711,sh603719,sh603976,sh605009,sh688526,sz000651,sz000860,sz000913,sz000967,sz002019,sz002027,sz002078,sz002163,sz002294,sz002444,sz002607,sz002653,sz002735,sz002950,sz002968,sz003033,sz300318,sz300357,sz300566,sz300636,sz300658,sz300815,sz300869,sz300886",40
2021-07-08,"sh600118,sh600529,sh600592,sh603238,sh603288,sz000601,sz002537,sz002705,sz300132,sz300348,sz300740,sz300846,sz300888",13
2021-07-09,"sh600031,sh600088,sh600107,sh600120,sh600136,sh600218,sh600276,sh600593,sh600708,sh600724,sh600748,sh600791,sh600822,sh600887,sh600917,sh600966,sh600987,sh601021,sh601949,sh603000,sh603080,sh603477,sh603700,sh603703,sh603719,sh603836,sh603860,sh603983,sh605001,sh605055,sh605286,sh688180,sz000061,sz000096,sz000407,sz000518,sz000698,sz000736,sz000759,sz000796,sz000860,sz000909,sz001202,sz002019,sz002027,sz002081,sz002162,sz002324,sz002404,sz002557,sz002681,sz002946,sz002950,sz002982,sz003001,sz300318,sz300815,sz300839,sz300869",59
2021-07-12,"sh600037,sh600754,sh600804,sh600859,sh600872,sh600909,sh603222,sh603288,sh603336,sh603351,sh603833,sh605009,sh605198,sh605389,sh688526,sz000056,sz000568,sz000913,sz000967,sz002044,sz002078,sz002187,sz002286,sz002293,sz002294,sz002558,sz002562,sz002572,sz002647,sz002702,sz002730,sz002798,sz002995,sz003010,sz003028,sz003033,sz003036,sz003041,sz003042,sz300010,sz300132,sz300192,sz300239,sz300364,sz300413,sz300482,sz300483,sz300558,sz300658,sz300702,sz300740,sz300832,sz300846,sz300860,sz300888,sz300905,sz300931,sz300991,sz301001",59
2021-07-13,"sh600280,sh600585,sh600611,sh600612,sh600661,sh600827,sh600926,sh601155,sh603233,sh603939,sh688565,sz000651,sz000656,sz000672,sz000860,sz000895,sz001914,sz002142,sz002301,sz002461,sz002705,sz002726,sz300908",23
2021-07-14,"sh600877,sh601006,sh603811,sh603990,sz002162,sz002324,sz002624,sz300575",8
2021-07-15,"sh600118,sh600585,sh600611,sh601963,sh603378,sz000157,sz000860,sz002186,sz002301",9
2021-07-16,"sh600107,sh600280,sh600547,sh600637,sh600883,sh601595,sh601698,sh601727,sh601949,sh603208,sh603655,sh605081,sz000056,sz000620,sz000927,sz000957,sz002310,sz002572,sz002596,sz002681,sz002696,sz003000,sz003007,sz300013,sz300132,sz300198,sz300483",27
2021-07-19,"sh600031,sh600037,sh600088,sh600276,sh600288,sh600380,sh600592,sh600735,sh600741,sh600859,sh601231,sh603336,sh603477,sh603658,sh603882,sh603890,sh605169,sh688667,sz000566,sz000978,sz002161,sz002162,sz002293,sz002558,sz002647,sz002652,sz002669,sz002816,sz003042,sz300206,sz300244,sz300348,sz300386,sz300468,sz300658,sz300676,sz300761,sz300789,sz300869,sz300884,sz300901,sz300967,sz300969,sz300970,sz301016",45
2021-07-20,"sh600053,sh600547,sh600585,sh600612,sh600661,sh600825,sh600872,sh600898,sh601698,sh603000,sh603208,sh603233,sh603311,sh603337,sh603351,sh603458,sh603811,sh605009,sh605099,sh605198,sh605199,sh605303,sh605388,sh688180,sh688313,sh688319,sh688597,sz000157,sz000518,sz000584,sz000599,sz000600,sz000672,sz000702,sz000860,sz000895,sz000909,sz001914,sz002022,sz002030,sz002100,sz002124,sz002164,sz002187,sz002292,sz002310,sz002486,sz002488,sz002557,sz002562,sz002600,sz002673,sz002681,sz002702,sz002705,sz002714,sz002725,sz002726,sz002730,sz002787,sz002838,sz002861,sz002869,sz002890,sz002897,sz002951,sz002975,sz002987,sz002997,sz003028,sz003033,sz300192,sz300364,sz300463,sz300482,sz300531,sz300552,sz300559,sz300702,sz300710,sz300720,sz300771,sz300792,sz300805,sz300846,sz300856,sz300860,sz300877,sz300879,sz300888,sz300905,sz300931,sz300956,sz300961,sz300962,sz300978,sz300991",97
2021-07-21,"sh600088,sh600107,sh600611,sh600733,sh600735,sh600827,sh601727,sh601963,sh601966,sh601999,sh603336,sh603378,sh603536,sh603700,sh603860,sh605001,sh605077,sh605289,sh688277,sh688681,sh688981,sz000096,sz000826,sz000889,sz000913,sz000957,sz000967,sz002027,sz002162,sz002271,sz002294,sz002479,sz002511,sz002596,sz002635,sz002661,sz002715,sz002735,sz002798,sz002856,sz002927,sz002981,sz002992,sz003003,sz003007,sz003030,sz003036,sz003039,sz003041,sz300013,sz300248,sz300673,sz300849,sz300882,sz300883,sz300884,sz300929,sz300932,sz300970",59
2021-07-22,"bj839946,sh600539,sh600612,sh600780,sh600886,sh601155,sh601808,sh603337,sh603703,sh603888,sh603983,sh605169,sh605389,sh688180,sh688526,sz000157,sz000656,sz000735,sz000978,sz002078,sz002081,sz002251,sz002558,sz002562,sz002600,sz002852,sz003042,sz300468,sz300498,sz300518,sz300575,sz300669,sz300740",33
