date,symbols,count
2021-11-05,"sh600221,sh603030,sh603171,sh603223,sh605599,sz000017,sz000572,sz002131,sz002154,sz002345,sz300300,sz300441,sz300866",13
2021-11-08,"sh600008,sh600058,sh600117,sh600231,sh600234,sh600293,sh600307,sh600346,sh600390,sh600398,sh600423,sh600426,sh600444,sh600478,sh600497,sh600507,sh600509,sh600531,sh600549,sh600665,sh600678,sh600798,sh600993,sh601003,sh601212,sh601233,sh601336,sh601519,sh601577,sh601827,sh601828,sh601866,sh601995,sh603001,sh603081,sh603220,sh603518,sh603587,sh603686,sh603701,sh603823,sh603833,sh603993,sh688188,sh688309,sh688345,sz000027,sz000060,sz000069,sz000096,sz000426,sz000503,sz000612,sz000688,sz000698,sz000708,sz000736,sz000758,sz000766,sz000820,sz000839,sz000898,sz000920,sz000923,sz000960,sz001203,sz001213,sz002016,sz002034,sz002081,sz002097,sz002110,sz002145,sz002160,sz002207,sz002211,sz002225,sz002278,sz002295,sz002347,sz002378,sz002390,sz002418,sz002428,sz002493,sz002574,sz002601,sz002620,sz002627,sz002638,sz002685,sz002799,sz002842,sz002856,sz002996,sz003020,sz300328,sz300349,sz300374,sz300454,sz300803,sz300891,sz300952,sz301026",104
2021-11-09,"sh600057,sh600067,sh600126,sh600133,sh600623,sh600714,sh600739,sh600791,sh600801,sh600802,sh600819,sh600834,sh600851,sh600889,sh600895,sh600989,sh601216,sh601339,sh601568,sh603041,sh603066,sh603277,sh603355,sh605066,sh688002,sh688076,sh688131,sh688139,sh688177,sh688180,sh688222,sh688386,sz000159,sz000401,sz000504,sz000560,sz000573,sz000672,sz000691,sz000718,sz000737,sz000786,sz000910,sz000973,sz000990,sz000999,sz002035,sz002054,sz002084,sz002094,sz002229,sz002271,sz002290,sz002317,sz002345,sz002430,sz002490,sz002496,sz002532,sz002588,sz002637,sz002678,sz002918,sz002967,sz002978,sz003012,sz300005,sz300006,sz300077,sz300368,sz300369,sz300401,sz300441,sz300590,sz300665,sz300671,sz300715,sz300737,sz300758,sz300871",80
2021-11-10,"sh600018,sh600019,sh600173,sh600307,sh600329,sh600340,sh600376,sh600428,sh600751,sh601003,sh601005,sh603518,sh603898,sh603990,sh688185,sh688289,sh688767,sz000006,sz000717,sz000898,sz001914,sz002075,sz002110,sz002285,sz002481,sz002508,sz002685,sz002713,sz002828,sz300122,sz300458,sz300747,sz301062",33
2021-11-11,"sh600008,sh600031,sh600057,sh600058,sh600116,sh600117,sh600221,sh600231,sh600315,sh600426,sh600490,sh600549,sh600569,sh600582,sh600586,sh600714,sh600782,sh600819,sh600860,sh600989,sh600998,sh601212,sh601336,sh601566,sh601717,sh601880,sh603171,sh603220,sh603225,sh603535,sh603612,sh603833,sh603993,sz000060,sz000510,sz000545,sz000637,sz000655,sz000709,sz000758,sz000923,sz000932,sz000959,sz002024,sz002064,sz002160,sz002167,sz002345,sz002378,sz002430,sz002493,sz002532,sz002601,sz002732,sz002978,sz300715,sz300788,sz300866",58
2021-11-12,"sh600810,sh601179,sh603277,sh603979,sh688139,sh688670,sz002054",7
2021-11-15,"sh600018,sh600019,sh600329,sh600398,sh601139,sh603518,sh603777,sh603987,sz000526,sz001213,sz002154,sz002267,sz002601,sz002732,sz300782",15
2021-11-16,"sh600428,sh601919",2
2021-11-17,"sh600010,sh600018,sh600019,sh600031,sh600117,sh600121,sh600171,sh600176,sh600219,sh600221,sh600230,sh600231,sh600251,sh600259,sh600307,sh600549,sh600569,sh600582,sh600586,sh600617,sh600623,sh600642,sh600727,sh600753,sh600782,sh600792,sh600955,sh601005,sh601015,sh601139,sh601168,sh601566,sh601618,sh601958,sh603113,sh603225,sh603612,sh603993,sh605020,sh688697,sz000060,sz000426,sz000510,sz000545,sz000572,sz000600,sz000612,sz000717,sz000758,sz000761,sz000792,sz000825,sz000830,sz000898,sz000902,sz000912,sz000959,sz001213,sz002064,sz002091,sz002109,sz002145,sz002167,sz002267,sz002285,sz002378,sz002493,sz002978",68
2021-11-18,"sh600758,sh601003,sh601636,sh603379,sh603567,sz000709,sz000932,sz002532,sz002601,sz300581,sz300721",11
2021-11-19,"sh600006,sh600031,sh600428,sh600739,sh600955,sh605178,sh688222,sh688285,sh688699,sz000402,sz000718,sz000898,sz000923,sz002024,sz002075,sz002110,sz002155,sz002285,sz301062",19
2021-11-22,"sh600080,sh600753,sh603518,sh603777,sh605179,sh688617,sh688697,sz001213,sz002607,sz003006,sz300767,sz300788",12
2021-11-23,"sh600019,sh600221,sh603883,sz002024,sz002568",5
2021-11-24,"sh600340,sh600398,sh600739,sh601888,sh603233,sh603877,sh603987,sh688670,sz300106,sz300454",10
2021-11-25,"sh600763,sh601002,sh601868,sz002732,sz002973",5
2021-11-26,"sh603039,sz002651",2
2021-11-29,"sh600739,sh603323,sz002188,sz002291,sz002407",5
2021-11-30,"sh600133,sh600395,sh600438,sh600546,sh600758,sh600763,sh601666,sh601888,sh603260,sh603777,sh603877,sh605178,sh688023,sz000789,sz000820,sz000833,sz001213,sz002267,sz002415,sz002651,sz002732,sz300106",22
2021-12-01,"sh600340,sh600508,sh600583,sh600739,sh600740,sh600759,sh600808,sh600871,sh600985,sh601002,sh601005,sh601336,sh601566,sh601600,sh601991,sh603899,sh688285,sz000402,sz000407,sz000552,sz000601,sz000718,sz000898,sz000983,sz002024,sz002110,sz002307,sz002329,sz002554,sz002841,sz002867,sz300144,sz301088",33
2021-12-02,"bj839729,sh601100",2
2021-12-03,"sh600546,sh600763,sh601888,sh603899,sh688670,sz000718,sz002129,sz002568,sz300101,sz300595",10
2021-12-06,"sh603877,sz002329,sz300257",3
2021-12-07,"bj833819,sh600438,sh603185,sh688023,sh688050,sh688139,sh688303,sz000615,sz000663,sz002129,sz002607,sz301088",12
2021-12-08,"bj830799,bj834475,bj834682,bj836675,bj839729,sh601002,sh601566,sh603260,sh603877,sh605178,sh688126,sh688131,sh688202,sh688285,sh688308,sh688670,sh688777,sz000796,sz002289,sz300101,sz300483,sz300530,sz300780,sz301090,sz301180",25
2021-12-09,"bj430198,sh600280,sh603185,sz002129,sz002307,sz002862,sz300508",7
2021-12-10,"bj831370,bj835305,sh600610,sz002407,sz002539,sz300510",6
2021-12-13,"bj830839,bj831768,bj833819,bj834475,bj834682,bj835184,bj836675,bj839729",8
2021-12-14,"bj831370,sh688285,sz300268,sz301088",4
2021-12-15,"sh600704,sh601101,sz300037,sz300483,sz301090",5
2021-12-16,"sh600845,sh600859,sh601155,sh601872,sh603185,sh605178,sh688202,sz002539,sz002709,sz002862,sz300082",11
2021-12-17,"sz000523,sz300268,sz300759",3
2021-12-20,"sh600683,sh601021,sh688023",3
2021-12-21,"bj830832,sh600609,sh600610,sh600704,sh600733,sh600845,sh600859,sh601139,sh601908,sh603068,sh603127,sh603260,sh688126,sz000009,sz000523,sz000663,sz002123,sz002129,sz002407,sz002460,sz002497,sz002538,sz002539,sz002709,sz002759,sz002819,sz300037,sz300082,sz300149,sz300313,sz300329,sz300346,sz300347,sz300432,sz300505,sz300613,sz300759,sz300780,sz300821,sz301180",40
2021-12-22,"bj831768,bj834415,bj839680,sh600096,sh600295,sh600596,sh601238,sh603393,sh603659,sh688200,sh688621,sz000625,sz002121,sz002136,sz002312,sz002346,sz002455,sz002862,sz002895,sz300233,sz300382,sz300582,sz300648,sz300825,sz300827,sz300861",26
2021-12-23,"sh688266,sz301005,sz301090",3
2021-12-24,bj835640,1
2021-12-27,"bj831039,bj831370,bj831768,bj832145,bj833819,bj834475,bj835174,bj836260,bj839680,sh600610,sh600683,sh601872,sh603127,sh603259,sh603659,sh688012,sh688158,sh688366,sh688558,sz002064,sz002451,sz002460,sz002862,sz300001,sz300037,sz300082,sz300117,sz300153,sz300329,sz300347,sz300601,sz300727,sz300759,sz300780,sz300821,sz301180",36
2021-12-28,"bj830832,bj835640,bj871553,sh600089,sh600096,sh600110,sh600141,sh600193,sh600295,sh600438,sh600460,sh600609,sh600733,sh601238,sh601633,sh601908,sh601969,sh603067,sh603068,sh603218,sh603260,sh603565,sh688112,sh688303,sh688511,sh688777,sh688779,sz000009,sz000625,sz000822,sz000949,sz002079,sz002121,sz002129,sz002136,sz002289,sz002312,sz002371,sz002407,sz002455,sz002539,sz002709,sz002895,sz300062,sz300101,sz300313,sz300346,sz300350,sz300432,sz300505,sz300510,sz300568,sz300576,sz300827,sz301002",55
2021-12-29,"sh600221,sh605011,sh605028,sh688050,sz300581,sz301046",6
2021-12-30,"sh600609,sh600683,sh600704,sh601872,sh688012,sh688029,sh688037,sh688266,sh688617,sh688699,sz300329,sz300825,sz301005",13
2021-12-31,"sh600096,sh600193,sh600295,sh600617,sh601908,sh605028,sz000625,sz002079,sz002623,sz300001,sz300040,sz300062,sz300153,sz300313,sz300454,sz300477,sz300598",17
2022-01-04,"sh600733,sh601101,sh601969,sz000822,sz000937,sz300339,sz300366",7
2022-01-05,"sh688050,sh688112",2
2022-01-06,"sh600096,sh600193,sh600596,sh601101,sh601969,sh603067,sh603345,sh605011,sh688012,sh688699,sh688778,sz000009,sz000739,sz000993,sz002125,sz002201,sz002455,sz002709,sz003032,sz300082,sz300363,sz300432,sz300488,sz300582,sz300661,sz300685,sz300827,sz300927,sz301005,sz301180",30
2022-01-07,"sh600460,sh600683,sh601633,sh603259,sh688315,sh688798,sz300382",7
2022-01-10,"sh600760,sh600763,sh600845,sh601238,sh601966,sh603127,sh603489,sh603799,sh605011,sh605162,sh688686,sh688699,sz000625,sz002141,sz002460,sz002518,sz002612,sz002812,sz300040,sz300153,sz300183,sz300207,sz300313,sz300339,sz300346,sz300347,sz300366,sz300409,sz300450,sz300458,sz300510,sz300582,sz300598,sz300601,sz300759,sz300821,sz300825,sz300896,sz300927,sz300957,sz301005,sz301180",42
2022-01-11,"bj836239,sh600032,sh600111,sh601619,sh601908,sh601969,sh603505,sh603659,sh605020,sh605358,sz000009,sz000739,sz002623,sz002895,sz002900,sz003032,sz300568,sz300882",18
2022-01-12,"bj831961,sh600193,sh600210,sh600316,sh600436,sh600460,sh600733,sh600760,sh600877,sh600884,sh601016,sh601020,sh601777,sh603025,sh603069,sh603127,sh603185,sh603212,sh603260,sh603290,sh603345,sh603489,sh603517,sh603922,sh603959,sh603988,sh605028,sh605162,sh688012,sh688023,sh688133,sh688186,sh688200,sh688303,sh688333,sh688339,sh688567,sh688601,sh688609,sh688636,sh688660,sh688665,sh688699,sh688778,sz000155,sz000625,sz000799,sz000821,sz000829,sz000966,sz000998,sz002074,sz002079,sz002090,sz002123,sz002141,sz002202,sz002218,sz002248,sz002326,sz002407,sz002444,sz002460,sz002518,sz002568,sz002598,sz002709,sz003026,sz003035,sz003039,sz300001,sz300015,sz300037,sz300040,sz300082,sz300129,sz300316,sz300327,sz300339,sz300409,sz300432,sz300477,sz300506,sz300510,sz300576,sz300581,sz300582,sz300595,sz300623,sz300661,sz300671,sz300696,sz300830,sz300919,sz300957,sz301031,sz301046,sz301050",98
2022-01-13,"sh600683,sh688305",2
2022-01-14,"sh600210,sh600779,sh603324,sh603959,sh688112,sh688188,sh688368,sh688559,sh688699,sz002046,sz002201,sz002518,sz002531,sz300223,sz300327,sz300454,sz300458,sz300623,sz300696,sz300861,sz301031",21
2022-01-17,"bj836239,sh600032,sh600163,sh600193,sh600316,sh600333,sh600336,sh600436,sh600673,sh600733,sh600760,sh600809,sh600893,sh601619,sh601778,sh601882,sh601908,sh601966,sh603026,sh603050,sh603185,sh603315,sh603489,sh603505,sh603605,sh603678,sh603717,sh603915,sh603922,sh605011,sh605299,sh605499,sh688198,sh688303,sh688311,sh688333,sh688357,sh688378,sh688558,sh688617,sh688622,sh688660,sh688686,sh688778,sh688798,sz000301,sz000596,sz000625,sz000661,sz000720,sz000738,sz000829,sz000995,sz000998,sz002080,sz002090,sz002202,sz002218,sz002248,sz002294,sz002335,sz002444,sz002455,sz002568,sz002622,sz002623,sz002922,sz002984,sz003009,sz003026,sz003032,sz300012,sz300015,sz300040,sz300062,sz300082,sz300087,sz300129,sz300153,sz300263,sz300370,sz300447,sz300457,sz300477,sz300483,sz300506,sz300576,sz300595,sz300613,sz300693,sz300747,sz300927,sz301046,sz301071,sz301098,sz301180",96
2022-01-18,"sh600779,sh600956,sh601016,sh601888,sh603127,sh603393,sh605020,sh605162,sz000155,sz000799,sz000937,sz000966,sz001896,sz002212,sz002236,sz002460,sz002497,sz002598,sz003035,sz300957",20
2022-01-19,"sh601969,sh603045,sh603345,sh603518,sh603717,sh688133,sh688139,sz000720,sz002122,sz002375,sz002607,sz300483,sz300927",13
2022-01-20,"sh601888,sh605299,sh605305,sz000596,sz000799,sz002622,sz002709,sz300105,sz300125,sz300894",10
2022-01-21,"sh600111,sh600226,sh600392,sh600418,sh600538,sh600601,sh600779,sh600884,sh601882,sh603025,sh603105,sh603315,sh603345,sh603517,sh603518,sh603605,sh603678,sh603877,sh605020,sh605378,sh688063,sh688266,sh688339,sh688368,sh688718,sh688779,sz000633,sz000663,sz000837,sz002080,sz002088,sz002125,sz002170,sz002201,sz002248,sz002294,sz002312,sz002500,sz002568,sz002580,sz002612,sz002806,sz300037,sz300062,sz300082,sz300153,sz300207,sz300215,sz300370,sz300444,sz300447,sz300506,sz300510,sz300618,sz300633,sz300782,sz300896,sz300922,sz300957,sz301046,sz301063",61
2022-01-24,"sh600032,sh600063,sh600096,sh600160,sh600171,sh600211,sh600218,sh600268,sh600316,sh600438,sh600468,sh600470,sh600549,sh600596,sh600673,sh600683,sh600707,sh600733,sh600760,sh600816,sh600888,sh601139,sh601279,sh601678,sh601877,sh601908,sh601969,sh603027,sh603098,sh603126,sh603127,sh603159,sh603185,sh603260,sh603324,sh603393,sh603456,sh603505,sh603567,sh603610,sh603922,sh603938,sh603978,sh603985,sh605011,sh605162,sh605288,sh688006,sh688050,sh688059,sh688131,sh688133,sh688216,sh688286,sh688303,sh688311,sh688315,sh688333,sh688356,sh688357,sh688366,sh688378,sh688385,sh688396,sh688508,sh688558,sh688559,sh688665,sh688686,sh688793,sz000423,sz000625,sz000720,sz000738,sz000739,sz000768,sz000821,sz000833,sz000949,sz000998,sz002007,sz002046,sz002079,sz002108,sz002123,sz002141,sz002149,sz002158,sz002167,sz002202,sz002216,sz002218,sz002334,sz002378,sz002455,sz002538,sz002598,sz002617,sz002900,sz002927,sz002956,sz002957,sz002985,sz003009,sz003026,sz003032,sz003039,sz300015,sz300019,sz300046,sz300092,sz300129,sz300179,sz300183,sz300211,sz300221,sz300263,sz300293,sz300307,sz300317,sz300327,sz300334,sz300340,sz300346,sz300350,sz300376,sz300409,sz300457,sz300458,sz300460,sz300477,sz300483,sz300558,sz300576,sz300581,sz300582,sz300595,sz300601,sz300613,sz300623,sz300655,sz300660,sz300685,sz300712,sz300720,sz300721,sz300727,sz300735,sz300748,sz300759,sz300777,sz300811,sz300821,sz300852,sz300927,sz300990,sz301023,sz301090,sz301180",159
2022-01-25,"sh603486,sh688359,sh688656,sz002090,sz002984,sz300802,sz301079",7
2022-01-26,"bj831961,sh600032,sh600141,sh600163,sh600169,sh600186,sh600211,sh600218,sh600268,sh600354,sh600363,sh600418,sh600436,sh600468,sh600490,sh600538,sh600617,sh600644,sh600683,sh600703,sh600726,sh600793,sh600796,sh600888,sh600893,sh600956,sh601016,sh601058,sh601222,sh601619,sh601678,sh601778,sh601908,sh603015,sh603038,sh603050,sh603185,sh603218,sh603336,sh603518,sh603530,sh603618,sh603630,sh603650,sh603655,sh603658,sh603727,sh603815,sh605006,sh605011,sh605056,sh605162,sh605180,sh605286,sh688059,sh688112,sh688133,sh688161,sh688216,sh688236,sh688276,sh688280,sh688303,sh688366,sh688368,sh688378,sh688389,sh688567,sh688633,sh688663,sh688665,sh688670,sh688690,sh688699,sh688733,sz000423,sz000633,sz000659,sz000710,sz000718,sz000722,sz000799,sz000802,sz000911,sz000966,sz000993,sz000998,sz001896,sz002007,sz002074,sz002108,sz002119,sz002165,sz002214,sz002248,sz002270,sz002375,sz002454,sz002458,sz002501,sz002520,sz002538,sz002568,sz002576,sz002580,sz002592,sz002598,sz002622,sz002636,sz002651,sz002679,sz002701,sz002838,sz002900,sz002902,sz002915,sz002922,sz002923,sz002953,sz002956,sz002961,sz002985,sz003022,sz003039,sz300001,sz300009,sz300092,sz300112,sz300117,sz300125,sz300129,sz300160,sz300183,sz300192,sz300211,sz300215,sz300221,sz300234,sz300307,sz300340,sz300350,sz300402,sz300405,sz300444,sz300453,sz300472,sz300484,sz300499,sz300503,sz300506,sz300510,sz300522,sz300537,sz300543,sz300576,sz300586,sz300606,sz300614,sz300623,sz300626,sz300657,sz300660,sz300680,sz300720,sz300739,sz300746,sz300783,sz300786,sz300790,sz300791,sz300809,sz300817,sz300830,sz300852,sz300853,sz300854,sz300892,sz300903,sz300912,sz300927,sz300929,sz300931,sz300947,sz300956,sz300958,sz300961,sz301002,sz301013,sz301046,sz301049,sz301059,sz301063,sz301082,sz301083,sz301098",195
2022-01-27,"sh600785,sh603186,sh603557,sh688198,sh688793,sz002291,sz002646,sz002927,sz002988",9
2022-01-28,"bj831961,bj838275,bj839729,sh600070,sh600121,sh600152,sh600169,sh600178,sh600186,sh600189,sh600201,sh600310,sh600340,sh600354,sh600370,sh600468,sh600491,sh600516,sh600536,sh600601,sh600616,sh600617,sh600618,sh600731,sh600733,sh600760,sh600774,sh600792,sh600851,sh600869,sh600884,sh600955,sh600956,sh600963,sh600979,sh601279,sh601369,sh601606,sh601619,sh601869,sh601969,sh603010,sh603015,sh603020,sh603027,sh603045,sh603079,sh603105,sh603139,sh603166,sh603259,sh603317,sh603336,sh603377,sh603429,sh603456,sh603486,sh603511,sh603518,sh603519,sh603530,sh603551,sh603567,sh603595,sh603599,sh603628,sh603630,sh603789,sh603815,sh603877,sh603915,sh603922,sh603976,sh603978,sh603983,sh605006,sh605011,sh605016,sh605056,sh605058,sh605066,sh605086,sh605162,sh605177,sh605179,sh605180,sh605186,sh605208,sh605288,sh605337,sh605378,sh605588,sh688016,sh688070,sh688098,sh688101,sh688117,sh688133,sh688135,sh688136,sh688139,sh688158,sh688191,sh688236,sh688272,sh688276,sh688278,sh688280,sh688286,sh688309,sh688310,sh688311,sh688321,sh688333,sh688360,sh688366,sh688389,sh688559,sh688607,sh688609,sh688633,sh688661,sh688677,sh688778,sh688779,sz000045,sz000547,sz000551,sz000609,sz000635,sz000659,sz000663,sz000718,sz000722,sz000752,sz000821,sz000833,sz000860,sz000869,sz000966,sz000968,sz000990,sz001206,sz001208,sz001210,sz001215,sz001217,sz001288,sz001896,sz002005,sz002022,sz002030,sz002050,sz002073,sz002090,sz002114,sz002121,sz002122,sz002123,sz002141,sz002157,sz002158,sz002165,sz002174,sz002184,sz002189,sz002190,sz002194,sz002198,sz002199,sz002201,sz002214,sz002216,sz002248,sz002261,sz002312,sz002328,sz002334,sz002339,sz002340,sz002390,sz002429,sz002454,sz002455,sz002458,sz002481,sz002520,sz002524,sz002592,sz002598,sz002607,sz002612,sz002616,sz002624,sz002632,sz002651,sz002661,sz002662,sz002679,sz002695,sz002701,sz002716,sz002719,sz002724,sz002727,sz002772,sz002806,sz002857,sz002900,sz002902,sz002903,sz002923,sz002931,sz002953,sz002956,sz002957,sz002961,sz002981,sz002992,sz002993,sz003006,sz003016,sz003032,sz003039,sz300001,sz300005,sz300009,sz300040,sz300046,sz300068,sz300077,sz300080,sz300083,sz300097,sz300100,sz300102,sz300125,sz300132,sz300139,sz300153,sz300157,sz300173,sz300179,sz300188,sz300215,sz300221,sz300232,sz300238,sz300239,sz300244,sz300253,sz300267,sz300278,sz300293,sz300303,sz300304,sz300307,sz300313,sz300317,sz300326,sz300334,sz300335,sz300340,sz300342,sz300346,sz300352,sz300370,sz300376,sz300400,sz300402,sz300410,sz300422,sz300423,sz300444,sz300447,sz300453,sz300456,sz300460,sz300461,sz300464,sz300477,sz300483,sz300503,sz300510,sz300511,sz300514,sz300522,sz300536,sz300537,sz300538,sz300543,sz300576,sz300582,sz300586,sz300598,sz300600,sz300607,sz300614,sz300616,sz300623,sz300632,sz300635,sz300643,sz300655,sz300669,sz300671,sz300676,sz300729,sz300731,sz300749,sz300762,sz300788,sz300790,sz300791,sz300802,sz300817,sz300824,sz300825,sz300828,sz300829,sz300833,sz300840,sz300849,sz300854,sz300871,sz300875,sz300877,sz300879,sz300882,sz300883,sz300884,sz300891,sz300894,sz300908,sz300912,sz300913,sz300922,sz300925,sz300927,sz300929,sz300931,sz300932,sz300935,sz300937,sz300940,sz300946,sz300947,sz300956,sz300958,sz300963,sz300968,sz300971,sz300975,sz300988,sz300991,sz301002,sz301005,sz301007,sz301009,sz301013,sz301021,sz301023,sz301028,sz301030,sz301033,sz301036,sz301041,sz301042,sz301046,sz301048,sz301049,sz301055,sz301059,sz301067,sz301082,sz301087,sz301090,sz301180",378
2022-02-07,"bj830799,bj830839,bj831010,bj832145,bj833266,bj833523,bj839946,sh600031,sh600059,sh600095,sh600096,sh600105,sh600141,sh600150,sh600163,sh600171,sh600196,sh600210,sh600211,sh600218,sh600234,sh600268,sh600470,sh600490,sh600508,sh600509,sh600577,sh600590,sh600593,sh600641,sh600644,sh600666,sh600703,sh600707,sh600732,sh600740,sh600745,sh600779,sh600845,sh600877,sh600990,sh600993,sh601222,sh601236,sh601360,sh601528,sh601633,sh601678,sh601778,sh601908,sh603037,sh603050,sh603131,sh603217,sh603239,sh603260,sh603283,sh603324,sh603345,sh603383,sh603416,sh603505,sh603517,sh603601,sh603650,sh603658,sh603737,sh603776,sh603788,sh603919,sh603959,sh603960,sh603986,sh605020,sh605151,sh605178,sh605258,sh605277,sh605339,sh688028,sh688050,sh688059,sh688063,sh688081,sh688095,sh688182,sh688200,sh688216,sh688239,sh688277,sh688345,sh688368,sh688395,sh688396,sh688508,sh688526,sh688561,sh688578,sh688690,sh688699,sh688718,sh688799,sh688819,sz000009,sz000066,sz000153,sz000155,sz000158,sz000301,sz000591,sz000636,sz000720,sz000768,sz000848,sz000993,sz001202,sz002007,sz002025,sz002039,sz002045,sz002046,sz002074,sz002106,sz002170,sz002171,sz002222,sz002249,sz002270,sz002273,sz002276,sz002331,sz002497,sz002518,sz002533,sz002558,sz002568,sz002580,sz002617,sz002636,sz002653,sz002709,sz002737,sz002773,sz002838,sz002847,sz002915,sz002919,sz002922,sz002985,sz003000,sz003009,sz003022,sz003026,sz300014,sz300114,sz300136,sz300171,sz300183,sz300207,sz300274,sz300288,sz300327,sz300347,sz300358,sz300365,sz300369,sz300391,sz300415,sz300441,sz300458,sz300472,sz300474,sz300490,sz300499,sz300602,sz300631,sz300639,sz300648,sz300657,sz300658,sz300660,sz300684,sz300685,sz300693,sz300723,sz300741,sz300751,sz300759,sz300783,sz300809,sz300811,sz300812,sz300827,sz300830,sz300832,sz300835,sz300842,sz300853,sz300864,sz300896,sz300903,sz300961,sz300982",203
2022-02-08,"sh600143,sh600158,sh600197,sh600198,sh600199,sh600763,sh600893,sh603038,sh603516,sh603599,sh603708,sh603755,sh603779,sh688007,sh688018,sh688027,sh688051,sh688131,sh688158,sh688176,sh688258,sh688359,sh688366,sh688385,sh688488,sh688663,sh688677,sh688793,sz000034,sz000752,sz002052,sz002115,sz002123,sz002520,sz002592,sz002597,sz002602,sz002646,sz002650,sz002726,sz002852,sz003029,sz300003,sz300007,sz300012,sz300036,sz300085,sz300088,sz300212,sz300222,sz300253,sz300315,sz300368,sz300378,sz300379,sz300383,sz300418,sz300433,sz300558,sz300595,sz300638,sz300642,sz300786,sz300800,sz300888,sz301033",66
2022-02-09,"bj833523,sh600330,sh600363,sh600436,sh600699,sh600703,sh600732,sh600779,sh600804,sh600845,sh600850,sh600884,sh600990,sh603005,sh603020,sh603129,sh603260,sh603290,sh603595,sh603650,sh603683,sh603687,sh603688,sh603915,sh603919,sh605186,sh688050,sh688076,sh688078,sh688089,sh688093,sh688188,sh688189,sh688198,sh688202,sh688280,sh688286,sh688311,sh688316,sh688328,sh688329,sh688378,sh688389,sh688508,sh688511,sh688550,sh688559,sh688595,sh688633,sh688656,sh688670,sh688687,sh688699,sh688778,sz000423,sz000636,sz000657,sz000858,sz002025,sz002074,sz002122,sz002126,sz002192,sz002227,sz002268,sz002335,sz002382,sz002389,sz002623,sz002810,sz002853,sz002915,sz002957,sz002977,sz002985,sz003021,sz003022,sz003026,sz300014,sz300034,sz300044,sz300054,sz300219,sz300327,sz300347,sz300415,sz300567,sz300602,sz300613,sz300715,sz300724,sz300731,sz300751,sz300770,sz300777,sz300790,sz300811,sz300827,sz300833,sz300842,sz300852",101
2022-02-10,"sh600239,sh688003,sz002421,sz300316,sz300476,sz300680",6
2022-02-11,"sh601058,sh601100,sh603659,sh603893,sh688089,sh688111,sh688116,sz002459,sz002785,sz300454,sz300910",11
2022-02-14,"bj832278,bj835368,bj872925,sh600779,sh600850,sh600885,sh600990,sh601012,sh603127,sh603178,sh603179,sh603236,sh603324,sh603456,sh603501,sh603519,sh603595,sh603610,sh603626,sh603687,sh603755,sh603876,sh603915,sh605005,sh688007,sh688126,sh688131,sh688133,sh688188,sh688200,sh688208,sh688268,sh688276,sh688280,sh688357,sh688383,sh688385,sh688398,sh688625,sh688633,sh688656,sh688663,sh688677,sh688698,sh688772,sh688778,sh688793,sz000739,sz002074,sz002227,sz002268,sz002382,sz002389,sz002409,sz002520,sz002709,sz002812,sz002882,sz002885,sz002915,sz002922,sz003022,sz003026,sz300009,sz300034,sz300035,sz300073,sz300125,sz300207,sz300244,sz300327,sz300347,sz300457,sz300474,sz300499,sz300536,sz300567,sz300568,sz300658,sz300679,sz300680,sz300731,sz300735,sz300745,sz300749,sz300750,sz300759,sz300760,sz300777,sz300811,sz300820,sz300827,sz300835,sz300842,sz300855,sz300957,sz300998,sz301033,sz301062",99
